"","state","PC_name","O.S.N.","Candidate","Party","EVM.Votes","Postal.Votes","Total.Votes","Pct.of.Votes","NA.","NA..1","Migrant.Votes"
"4431","Nagaland","Nagaland","3","Tokheho Yepthomi","Nationalist Democratic Progressive Party","499683","827","500510","49.73",NA,NA,NA
"4432","Nagaland","Nagaland","4","Dr. M M Thromwa Konyak","Independent","4316","304","4620","0.46",NA,NA,NA
"4433","Nagaland","Nagaland","5","NOTA","None of the Above","2009","55","2064","0.21",NA,NA,NA
"4434","Mizoram","MIZORAM","1","C LALROSANGA","Mizo National Front","223509","777","224286","44.89",NA,NA,NA
"4435","Mizoram","MIZORAM","2","NIRUPAM CHAKMA","Bharatiya Janata Party","27989","718","28707","5.75",NA,NA,NA
"4436","Mizoram","MIZORAM","3","TBC LALVENCHHUNGA","Peoples Representation for Identity and Status of Mizoram (PRISM) Party","13211","112","13323","2.67",NA,NA,NA
"4437","Mizoram","MIZORAM","4","LAL HRIATRENGA CHHANGTE","Independent","12467","208","12675","2.54",NA,NA,NA
"4438","Mizoram","MIZORAM","5","LALNGHINGLOVA HMAR","Independent","215202","944","216146","43.26",NA,NA,NA
"4439","Mizoram","MIZORAM","6","LALTHLAMUANI","Independent","1909","66","1975","0.4",NA,NA,NA
"4440","Mizoram","MIZORAM","7","NOTA","None of the Above","2493","16","2509","0.5",NA,NA,NA
"4441","Meghalaya","Tura","1","AGATHA K. SANGMA","National People's Party","304185","270","304455","52.22",NA,NA,NA
"4442","Meghalaya","Tura","2","DR. MUKUL SANGMA","Indian National Congress","240240","185","240425","41.24",NA,NA,NA
"4443","Meghalaya","Tura","3","RIKMAN GARREY MOMIN","Bharatiya Janata Party","31394","313","31707","5.44",NA,NA,NA
"4444","Meghalaya","Tura","4","NOTA","None of the Above","6451","3","6454","1.11",NA,NA,NA
"4445","Meghalaya","Shillong","1","JEMINO MAWTHOH","United Democratic Party","267080","176","267256","34.08",NA,NA,NA
"4446","Meghalaya","Shillong","2","SANBOR SHULLAI","Bharatiya Janata Party","75786","897","76683","9.78",NA,NA,NA
"4447","Meghalaya","Shillong","3","VINCENT H. PALA","Indian National Congress","419212","477","419689","53.52",NA,NA,NA
"4448","Meghalaya","Shillong","4","ROMEO PHIRA RANI","Independent","4946","15","4961","0.63",NA,NA,NA
"4449","Meghalaya","Shillong","5","SAMUEL HASHAH","Independent","4582","19","4601","0.59",NA,NA,NA
"4450","Meghalaya","Shillong","6","T.H.S. BONNEY","Independent","6569","11","6580","0.84",NA,NA,NA
"4451","Meghalaya","Shillong","7","NOTA","None of the Above","4398","22","4420","0.56",NA,NA,NA
"4452","Manipur","Outer manipur","1","Angam Karung Kom","Nationalist Congress Party","2145","407","2552","0.3",NA,NA,NA
"4453","Manipur","Outer manipur","2","K. James","Indian National Congress","151103","1407","152510","17.77",NA,NA,NA
"4454","Manipur","Outer manipur","3","Thangminlien Kipgen","National People's Party","30261","465","30726","3.58",NA,NA,NA
"4455","Manipur","Outer manipur","4","Lorho S. Pfoze","Naga Peoples Front","362707","820","363527","42.37",NA,NA,NA
"4456","Manipur","Outer manipur","5","Houlim Shokhopao Mate","Bharatiya Janata Party","287058","2687","289745","33.77",NA,NA,NA
"4457","Manipur","Outer manipur","6","Ashang Kasar","North East India Development Party","12081","130","12211","1.42",NA,NA,NA
"4458","Manipur","Outer manipur","7","Hangkhanpau Taithul","Janata Dal  (United)","2879","108","2987","0.35",NA,NA,NA
"4459","Manipur","Outer manipur","8","Leikhan Kaipu","Independent","933","63","996","0.12",NA,NA,NA
"4460","Manipur","Outer manipur","9","NOTA","None of the Above","2668","107","2775","0.32",NA,NA,NA
"4461","Manipur","Inner manipur","1","OINAM NABAKISHORE SINGH","Indian National Congress","244972","905","245877","32.38",NA,NA,NA
"4462","Manipur","Inner manipur","2","MOIRANGTHEM NARA SINGH","Communist Party of India","133093","720","133813","17.62",NA,NA,NA
"4463","Manipur","Inner manipur","3","DR RAJKUMAR RANJAN SINGH","Bharatiya Janata Party","261802","1830","263632","34.72",NA,NA,NA
"4464","Manipur","Inner manipur","4","R.K. ANAND","North East India Development Party","24938","72","25010","3.29",NA,NA,NA
"4465","Manipur","Inner manipur","5","OINAM JUGINDRO SINGH","Manipur People’s Party","1755","28","1783","0.23",NA,NA,NA
"4466","Manipur","Inner manipur","6","DR. G. TONSANA SHARMA","Manipur Democratic Peoples's Front","1245","11","1256","0.17",NA,NA,NA
"4467","Manipur","Inner manipur","7","SENJAM NANDESHWORE SINGH","Rashtriya Janhit Sangharsh Party","739","8","747","0.1",NA,NA,NA
"4468","Manipur","Inner manipur","8","MD. ILIYASH KHAN","Independent","468","24","492","0.06",NA,NA,NA
"4469","Manipur","Inner manipur","9","M. TOTOMSHANA NONGSHABA","Independent","960","13","973","0.13",NA,NA,NA
"4470","Manipur","Inner manipur","10","RAJKUMAR SOMENDRO SINGH (KAIKU)","Independent","80566","1068","81634","10.75",NA,NA,NA
"4471","Manipur","Inner manipur","11","WAHENGBAM PABITRA SINGH","Independent","1465","5","1470","0.19",NA,NA,NA
"4472","Manipur","Inner manipur","12","NOTA","None of the Above","2570","44","2614","0.34",NA,NA,NA
"4473","Maharashtra","Hatkanangle","1","Ajay Prakash Kurane","Bahujan Samaj Party","4072","84","4156","0.33",NA,NA,NA
"4474","Maharashtra","Hatkanangle","2","Dhairyasheel Sambhajirao Mane","Shivsena","582776","3000","585776","46.78",NA,NA,NA
"4475","Maharashtra","Hatkanangle","3","Aslam Badshahaji Sayyad","Vanchit Bahujan Aaghadi","123151","268","123419","9.86",NA,NA,NA
"4476","Maharashtra","Hatkanangle","4","Prof. Dr. Prashant Gangawane","Bahujan Republican  Socialist Party","1735","9","1744","0.14",NA,NA,NA
"4477","Maharashtra","Hatkanangle","5","Madan Vajir Sardar","Bahujan Mukti Party","1170","11","1181","0.09",NA,NA,NA
"4478","Maharashtra","Hatkanangle","6","Raju Mujikrao Shetty","Bahujan Maha Party","8086","17","8103","0.65",NA,NA,NA
"4479","Maharashtra","Hatkanangle","7","Raju Anna Shetti","Swabhimani Paksha","487276","2461","489737","39.11",NA,NA,NA
"4480","Maharashtra","Hatkanangle","8","Anandrao Vasantrao Sarnaik (Fouji Bapu)","Independent","3300","16","3316","0.26",NA,NA,NA
"4481","Maharashtra","Hatkanangle","9","Aitawade Vidyasagar Devappa","Independent","1986","5","1991","0.16",NA,NA,NA
"4482","Maharashtra","Hatkanangle","10","Kamble Vishwas Ananda","Independent","1402","6","1408","0.11",NA,NA,NA
"4483","Maharashtra","Hatkanangle","11","Kishor Rajaram Panhalkar","Independent","1181","3","1184","0.09",NA,NA,NA
"4484","Maharashtra","Hatkanangle","12","Dr. Nitin Udal Bhat","Independent","1011","0","1011","0.08",NA,NA,NA
"4485","Maharashtra","Hatkanangle","13","Patil Raghunath Ramchandra","Independent","2819","1","2820","0.23",NA,NA,NA
"4486","Maharashtra","Hatkanangle","14","Mahadev Jagannath Jagadale","Independent","3585","2","3587","0.29",NA,NA,NA
"4487","Maharashtra","Hatkanangle","15","Vijay Bhagwan Chougule","Independent","5974","0","5974","0.48",NA,NA,NA
"4488","Maharashtra","Hatkanangle","16","Sangramsinh Jaysingrao Gaikwad","Independent","8689","6","8695","0.69",NA,NA,NA
"4489","Maharashtra","Hatkanangle","17","Sanjay Ghanshyam Agrawal","Independent","1000","1","1001","0.08",NA,NA,NA
"4490","Maharashtra","Hatkanangle","18","NOTA","None of the Above","7043","65","7108","0.57",NA,NA,NA
"4491","Maharashtra","Kolhapur","1","Dundappa Kundappa Shrikant Sir","Bahujan Samaj Party","4965","69","5034","0.38",NA,NA,NA
"4492","Maharashtra","Kolhapur","2","Dhananjay Mahadik","Nationalist Congress Party","476820","1697","478517","35.96",NA,NA,NA
"4493","Maharashtra","Kolhapur","3","Sanjay Sadashivrao Mandlik","Shivsena","745675","3410","749085","56.29",NA,NA,NA
"4494","Maharashtra","Kolhapur","4","Dr. Aruna Mohan Mali","Vanchit Bahujan Aaghadi","63251","188","63439","4.77",NA,NA,NA
"4495","Maharashtra","Kolhapur","5","Kisan Keraba Katkar","Baliraja Party","1899","3","1902","0.14",NA,NA,NA
"4496","Maharashtra","Kolhapur","6","Dayanand Maruti Kamble","Bahujan Republican  Socialist Party","1560","10","1570","0.12",NA,NA,NA
"4497","Maharashtra","Kolhapur","7","Nagratna Siddharth","Bahujan Mukti Party","1417","4","1421","0.11",NA,NA,NA
"4498","Maharashtra","Kolhapur","8","Paresh Dattatray Bhosale","Independent","1088","4","1092","0.08",NA,NA,NA
"4499","Maharashtra","Kolhapur","9","Bajirao Sadashiv Naik","Independent","2051","4","2055","0.15",NA,NA,NA
"4500","Maharashtra","Kolhapur","10","Mane Arvind Bhiva","Independent","2119","3","2122","0.16",NA,NA,NA
"4501","Maharashtra","Kolhapur","11","Mulla Mushtak Ajij","Independent","3386","4","3390","0.25",NA,NA,NA
"4502","Maharashtra","Kolhapur","12","Yuvraj Bhimrao Desai","Independent","1753","5","1758","0.13",NA,NA,NA
"4503","Maharashtra","Kolhapur","13","Rajendra Balaso Koli (Galatage)","Independent","2589","8","2597","0.2",NA,NA,NA
"4504","Maharashtra","Kolhapur","14","Sandeep Gundopant Sankpal","Independent","5954","1","5955","0.45",NA,NA,NA
"4505","Maharashtra","Kolhapur","15","Sandeep Bhairavnath Kogale","Independent","2222","2","2224","0.17",NA,NA,NA
"4506","Maharashtra","Kolhapur","16","NOTA","None of the Above","8659","32","8691","0.65",NA,NA,NA
"4507","Maharashtra"," sindhudurg","1","Kishor Sidu Varak","Bahujan Samaj Party","6822","46","6868","0.76",NA,NA,NA
"4508","Maharashtra"," sindhudurg","2","Navinchandra Bhalchandra Bandivadekar","Indian National Congress","63013","286","63299","7.02",NA,NA,NA
"4509","Maharashtra"," sindhudurg","3","Vinayak Raut","Shivsena","456013","2009","458022","50.83",NA,NA,NA
"4510","Maharashtra"," sindhudurg","4","Nilesh Narayan Rane","Maharashtra Swabhimaan Paksh,","278626","1074","279700","31.04",NA,NA,NA
"4511","Maharashtra"," sindhudurg","5","Bhikuram Kashiram Palkar","Bahujan Mukti Party","5895","9","5904","0.66",NA,NA,NA
"4512","Maharashtra"," sindhudurg","6","Maruti Ramchandra Joshi","Vanchit Bahujan Aaghadi","30639","243","30882","3.43",NA,NA,NA
"4513","Maharashtra"," sindhudurg","7","Rajesh Dilipkumar Jadhav","Bahujan Republican  Socialist Party","9563","2","9565","1.06",NA,NA,NA
"4514","Maharashtra"," sindhudurg","8","Adv. Sanjay Sharad Gangnaik","Samajwadi Forward Bloc","2133","1","2134","0.24",NA,NA,NA
"4515","Maharashtra"," sindhudurg","9","Amberkar Pandharinath Vidyadhar","Independent","3252","5","3257","0.36",NA,NA,NA
"4516","Maharashtra"," sindhudurg","10","Narayan Dasharath Gavas","Independent","5629","4","5633","0.63",NA,NA,NA
"4517","Maharashtra"," sindhudurg","11","Nilesh Bhikaji Bhatade","Independent","17667","1","17668","1.96",NA,NA,NA
"4518","Maharashtra"," sindhudurg","12","Vinayak Lavu Raut","Independent","4388","5","4393","0.49",NA,NA,NA
"4519","Maharashtra"," sindhudurg","13","NOTA","None of the Above","13715","62","13777","1.53",NA,NA,NA
"4520","Maharashtra","Satara","1","ANAND RAMESH THORAWADE","Bahujan Samaj Party","6826","137","6963","0.62",NA,NA,NA
"4521","Maharashtra","Satara","2","SHRIMANT CHH. UDAYANRAJE PRATAPSINHMAHARAJ BHONSLE","Nationalist Congress Party","576078","2948","579026","51.91",NA,NA,NA
"4522","Maharashtra","Satara","3","NARENDRA ANNASAHEB PATIL","Shivsena","449661","2837","452498","40.57",NA,NA,NA
"4523","Maharashtra","Satara","4","DILIP SHRIRANG JAGTAP","Bahujan Republican  Socialist Party","5036","19","5055","0.45",NA,NA,NA
"4524","Maharashtra","Satara","5","SAHADEO KERAPPA AIWALE","Vanchit Bahujan Aaghadi","40563","110","40673","3.65",NA,NA,NA
"4525","Maharashtra","Satara","6","ABHIJIT WAMANRAO BICHUKALE","Independent","2399","13","2412","0.22",NA,NA,NA
"4526","Maharashtra","Satara","7","PUNJABRAO MAHADEV PATIL (TALGAONKAR)","Independent","5128","13","5141","0.46",NA,NA,NA
"4527","Maharashtra","Satara","8","SHAILENDRA RAMAKANT VEER","Independent","5830","16","5846","0.52",NA,NA,NA
"4528","Maharashtra","Satara","9","SAGAR SHARAD BHISE","Independent","8572","21","8593","0.77",NA,NA,NA
"4529","Maharashtra","Satara","10","NOTA","None of the Above","9167","60","9227","0.83",NA,NA,NA
"4530","Maharashtra","Sangli","1","Shankar (dada) Mane","Bahujan Samaj Party","5418","58","5476","0.46",NA,NA,NA
"4531","Maharashtra","Sangli","2","Sanjaykaka Patil","Bharatiya Janata Party","503615","5380","508995","42.77",NA,NA,NA
"4532","Maharashtra","Sangli","3","Anand Shankar Nalage (Patil)","Baliraja Party","7192","21","7213","0.61",NA,NA,NA
"4533","Maharashtra","Sangli","4","Gopichand Kundlik Padalkar","Vanchit Bahujan Aaghadi","297349","2885","300234","25.23",NA,NA,NA
"4534","Maharashtra","Sangli","5","Dr. Rajendra Namdev Kavthekar","Bahujan Mukti Party","3572","14","3586","0.3",NA,NA,NA
"4535","Maharashtra","Sangli","6","Vishal Prakashbapu Patil","Swabhimani Paksha","342016","2627","344643","28.96",NA,NA,NA
"4536","Maharashtra","Sangli","7","Abhijit Wamanrao Awade Bichukle","Independent","2337","5","2342","0.2",NA,NA,NA
"4537","Maharashtra","Sangli","8","Adhikrao Sampat Channe","Independent","1321","2","1323","0.11",NA,NA,NA
"4538","Maharashtra","Sangli","9","Dattatray Pandit Patil","Independent","1274","2","1276","0.11",NA,NA,NA
"4539","Maharashtra","Sangli","10","Narayan Chandar Mulik","Independent","2682","3","2685","0.23",NA,NA,NA
"4540","Maharashtra","Sangli","11","Bhaktraj Raghunath Thigale","Independent","1864","6","1870","0.16",NA,NA,NA
"4541","Maharashtra","Sangli","12","Himmat Pandurang Koli","Independent","3690","40","3730","0.31",NA,NA,NA
"4542","Maharashtra","Sangli","13","NOTA","None of the Above","6493","92","6585","0.55",NA,NA,NA
"4543","Maharashtra","Madha","1","Aappa Aaba Lokare","Bahujan Samaj Party","6839","44","6883","0.57",NA,NA,NA
"4544","Maharashtra","Madha","2","Ranjeetsinha Hindurao Naik- Nimbalkar","Bharatiya Janata Party","583191","3123","586314","48.2",NA,NA,NA
"4545","Maharashtra","Madha","3","Sanjaymama Vitthalrao Shinde","Nationalist Congress Party","498441","2109","500550","41.15",NA,NA,NA
"4546","Maharashtra","Madha","4","Navnath Bhimrao Patil","Hindusthan Praja Paksha","3743","7","3750","0.31",NA,NA,NA
"4547","Maharashtra","Madha","5","Nanaso Ramhari Yadav","Bharatiya Praja Surajya Paksha","1384","2","1386","0.11",NA,NA,NA
"4548","Maharashtra","Madha","6","Bramhakumari Pramilaben","Akhil Bhartiya Ekata Party","1002","4","1006","0.08",NA,NA,NA
"4549","Maharashtra","Madha","7","Keskar Maruti Shivram","Bahujan Azad Party","6584","23","6607","0.54",NA,NA,NA
"4550","Maharashtra","Madha","8","Er. Ramchandra Mayyappa Ghutukade","Bahujan Republican  Socialist Party","1078","5","1083","0.09",NA,NA,NA
"4551","Maharashtra","Madha","9","Adv. Vijayrao More","Vanchit Bahujan Aaghadi","51349","183","51532","4.24",NA,NA,NA
"4552","Maharashtra","Madha","10","Shahajahan Paigambar Shaikh","Bahujan Maha Party","4811","3","4814","0.4",NA,NA,NA
"4553","Maharashtra","Madha","11","Sunil Gunda Jadhav","Bahujan Mukti Party","2017","7","2024","0.17",NA,NA,NA
"4554","Maharashtra","Madha","12","Ajinath Laxman Kevate","Independent","1510","2","1512","0.12",NA,NA,NA
"4555","Maharashtra","Madha","13","Ajinkya Aakaram Salunkhe","Independent","1736","4","1740","0.14",NA,NA,NA
"4556","Maharashtra","Madha","14","Annaso Sukhadev Maske","Independent","3222","0","3222","0.26",NA,NA,NA
"4557","Maharashtra","Madha","15","Aware Siddheshwar Bharat","Independent","1910","1","1911","0.16",NA,NA,NA
"4558","Maharashtra","Madha","16","Dattatrya Bhanudas Khatke Alias Bandunana Khatke","Independent","2399","0","2399","0.2",NA,NA,NA
"4559","Maharashtra","Madha","17","Dilip Ramchandra Jadhav","Independent","1935","0","1935","0.16",NA,NA,NA
"4560","Maharashtra","Madha","18","Daulat Umaji Shitole","Independent","12859","10","12869","1.06",NA,NA,NA
"4561","Maharashtra","Madha","19","Nandu Sambhaji More","Independent","2211","3","2214","0.18",NA,NA,NA
"4562","Maharashtra","Madha","20","Mohan Vishnu Raut","Independent","973","0","973","0.08",NA,NA,NA
"4563","Maharashtra","Madha","21","Ramdas Mane","Independent","3010","6","3016","0.25",NA,NA,NA
"4564","Maharashtra","Madha","22","Rohit More","Independent","1118","1","1119","0.09",NA,NA,NA
"4565","Maharashtra","Madha","23","Vijayraj Balasaheb Mane Deshmukh","Independent","661","1","662","0.05",NA,NA,NA
"4566","Maharashtra","Madha","24","Adv. Vijayanand Shankarrao Shinde","Independent","626","3","629","0.05",NA,NA,NA
"4567","Maharashtra","Madha","25","Vishvambhar Narayan Kashid","Independent","1156","1","1157","0.1",NA,NA,NA
"4568","Maharashtra","Madha","26","Adv. Sachin Bhaskar Jore","Independent","752","0","752","0.06",NA,NA,NA
"4569","Maharashtra","Madha","27","Sachin Dnyaneshwar Padalkar","Independent","1191","6","1197","0.1",NA,NA,NA
"4570","Maharashtra","Madha","28","Savita Ankush Aiwle","Independent","1445","6","1451","0.12",NA,NA,NA
"4571","Maharashtra","Madha","29","Santosh Balasaheb Bichukale","Independent","1418","0","1418","0.12",NA,NA,NA
"4572","Maharashtra","Madha","30","Sandip Janaradhan Kharat","Independent","5002","2","5004","0.41",NA,NA,NA
"4573","Maharashtra","Madha","31","Sandip Vitthal Pol","Independent","1517","7","1524","0.13",NA,NA,NA
"4574","Maharashtra","Madha","32","NOTA","None of the Above","3642","24","3666","0.3",NA,NA,NA
"4575","Maharashtra","Solapur","1","SHRI. SHA. BRA. DR. JAI SIDHESHWAR SHIVACHARY MAHASWAMIJI","Bharatiya Janata Party","523352","1633","524985","48.41",NA,NA,NA
"4576","Maharashtra","Solapur","2","SHINDE SUSHILKUMAR SAMBHAJIRAO","Indian National Congress","365274","1103","366377","33.78",NA,NA,NA
"4577","Maharashtra","Solapur","3","PROF. DR. ARJUN GENA OHAL","Bahujan Mukti Party","3874","6","3880","0.36",NA,NA,NA
"4578","Maharashtra","Solapur","4","AMBEDKAR PRAKASH YASHVANT","Vanchit Bahujan Aaghadi","169523","484","170007","15.68",NA,NA,NA
"4579","Maharashtra","Solapur","5","KRISHNA NAGNATH BHISE","Bahujan Maha Party","2051","2","2053","0.19",NA,NA,NA
"4580","Maharashtra","Solapur","6","VISHNU SIDRAM GAIDHANKAR","Bharatiya Praja Surajya Paksha","824","1","825","0.08",NA,NA,NA
"4581","Maharashtra","Solapur","7","SHRIVENKATESWAR MAHA SWAMIJI (KATAKDHOND. D. G.)","Hindustan Janta Party","1826","4","1830","0.17",NA,NA,NA
"4582","Maharashtra","Solapur","8","UGHADE ASHOK BHAGAVANRAO","Independent","985","1","986","0.09",NA,NA,NA
"4583","Maharashtra","Solapur","9","KHANDARE SUDARSHAN RAICHAND","Independent","959","1","960","0.09",NA,NA,NA
"4584","Maharashtra","Solapur","10","ADV. MANISHA MANOHAR KARANDE","Independent","1545","5","1550","0.14",NA,NA,NA
"4585","Maharashtra","Solapur","11","MALHARI GULAB PATOLE","Independent","1378","2","1380","0.13",NA,NA,NA
"4586","Maharashtra","Solapur","12","ADV. VIKRAM UTTAM KASABE","Independent","1473","1","1474","0.14",NA,NA,NA
"4587","Maharashtra","Solapur","13","SHRIMANT MURALIDHAR MASKE","Independent","2015","1","2016","0.19",NA,NA,NA
"4588","Maharashtra","Solapur","14","NOTA","None of the Above","6175","16","6191","0.57",NA,NA,NA
"4589","Maharashtra","Latur","1","Kamant Machhindra Gunwantrao","Indian National Congress","370835","1549","372384","31.65",NA,NA,NA
"4590","Maharashtra","Latur","2","Dr.Siddharthkumar Digambarrao Suryawanshi","Bahujan Samaj Party","6509","40","6549","0.56",NA,NA,NA
"4591","Maharashtra","Latur","3","Sudhakar Tukaram Shrangare","Bharatiya Janata Party","657590","3905","661495","56.22",NA,NA,NA
"4592","Maharashtra","Latur","4","Arun Ramrao Sontakke","Bahujan Republican  Socialist Party","5199","9","5208","0.44",NA,NA,NA
"4593","Maharashtra","Latur","5","Dattu Prabhakar Karanjikar","Bahujan Mukti Party","2184","10","2194","0.19",NA,NA,NA
"4594","Maharashtra","Latur","6","Ram Garkar","Vanchit Bahujan Aaghadi","111780","475","112255","9.54",NA,NA,NA
"4595","Maharashtra","Latur","7","Rupesh Shamrao Shanke","Swatantra Bharat Paksha","4329","27","4356","0.37",NA,NA,NA
"4596","Maharashtra","Latur","8","Kamble Madhukar Sambhaji","Independent","1324","2","1326","0.11",NA,NA,NA
"4597","Maharashtra","Latur","9","Papita Raosaheb Randive","Independent","2091","4","2095","0.18",NA,NA,NA
"4598","Maharashtra","Latur","10","Ramesh Nivruti Kamble","Independent","2112","4","2116","0.18",NA,NA,NA
"4599","Maharashtra","Latur","11","NOTA","None of the Above","6511","53","6564","0.56",NA,NA,NA
"4600","Maharashtra","Osmanabad","1","Omprakash Bhupalsinh Alias Pawan Rajenimbalkar","Shivsena","591605","5035","596640","49.52",NA,NA,NA
"4601","Maharashtra","Osmanabad","2","Ranajagjitsinha Padmasinha Patil","Nationalist Congress Party","464747","4327","469074","38.94",NA,NA,NA
"4602","Maharashtra","Osmanabad","3","Dr. Shivaji Pandharinath Oman","Bahujan Samaj Party","5903","38","5941","0.49",NA,NA,NA
"4603","Maharashtra","Osmanabad","4","Arjun (Dada) Salgar","Vanchit Bahujan Aaghadi","98108","471","98579","8.18",NA,NA,NA
"4604","Maharashtra","Osmanabad","5","Annasaheb Ramchandra Rathod","BhartiyaBahujanKranti Dal","1882","19","1901","0.16",NA,NA,NA
"4605","Maharashtra","Osmanabad","6","Deepak Mahadav Tate","Bhapase Party","1428","6","1434","0.12",NA,NA,NA
"4606","Maharashtra","Osmanabad","7","Phulsure Vishwanath Sadashiv","Kranti Kari Jai Hind Sena","1315","7","1322","0.11",NA,NA,NA
"4607","Maharashtra","Osmanabad","8","Aryanraje Kisanrao Shinde","Independent","1372","2","1374","0.11",NA,NA,NA
"4608","Maharashtra","Osmanabad","9","Gore Netaji Nagnathrao","Independent","6672","7","6679","0.55",NA,NA,NA
"4609","Maharashtra","Osmanabad","10","Jagannath Nivrutti Munde","Independent","2587","5","2592","0.22",NA,NA,NA
"4610","Maharashtra","Osmanabad","11","Tukaram Dasrao Gangawane","Independent","1716","1","1717","0.14",NA,NA,NA
"4611","Maharashtra","Osmanabad","12","Dr. Vasant Raghunath Munde","Independent","1929","1","1930","0.16",NA,NA,NA
"4612","Maharashtra","Osmanabad","13","Shankar Pandurang Gaikwad","Independent","2066","3","2069","0.17",NA,NA,NA
"4613","Maharashtra","Osmanabad","14","Sayyad Sultan Ladkhan","Independent","3452","2","3454","0.29",NA,NA,NA
"4614","Maharashtra","Osmanabad","15","NOTA","None of the Above","9986","38","10024","0.83",NA,NA,NA
"4615","Maharashtra","Beed","1","Pritam Gopinathrao Munde","Bharatiya Janata Party","675841","2334","678175","50.15",NA,NA,NA
"4616","Maharashtra","Beed","2","Bajrang Manohar Sonwane","Nationalist Congress Party","509108","699","509807","37.7",NA,NA,NA
"4617","Maharashtra","Beed","3","Ashok Bhagoji Thorat","Hum Bhartiya Party","3347","4","3351","0.25",NA,NA,NA
"4618","Maharashtra","Beed","4","Kalyan Bhanudas Gurav","Bharatiya Praja Surajya Paksha","2083","3","2086","0.15",NA,NA,NA
"4619","Maharashtra","Beed","5","Ganesh Navnathrao Karande","Maharashtra Kranti Sena","2757","4","2761","0.2",NA,NA,NA
"4620","Maharashtra","Beed","6","Ramesh Ramkisan Gavhane","Dalit Soshit Pichhara Varg  Adhikar Dal","1234","4","1238","0.09",NA,NA,NA
"4621","Maharashtra","Beed","7","Pro. Vishnu Jadhav","Vanchit Bahujan Aaghadi","91972","167","92139","6.81",NA,NA,NA
"4622","Maharashtra","Beed","8","Shinde Chandraparkash Ganpatrao","Ambedkarite Party of India","1580","2","1582","0.12",NA,NA,NA
"4623","Maharashtra","Beed","9","Sayyad Mujammil Sayyad Jamil","Samajwadi Party","1224","1","1225","0.09",NA,NA,NA
"4624","Maharashtra","Beed","10","Sadek Muniroddin Shaikh","Bahujan Republican  Socialist Party","675","2","677","0.05",NA,NA,NA
"4625","Maharashtra","Beed","11","Anwar Khan Mirza Khan","Independent","788","0","788","0.06",NA,NA,NA
"4626","Maharashtra","Beed","12","Kalidas Pandharinath Apet","Independent","1549","1","1550","0.11",NA,NA,NA
"4627","Maharashtra","Beed","13","Kolekar Ganesh Bhausaheb","Independent","823","1","824","0.06",NA,NA,NA
"4628","Maharashtra","Beed","14","Khan Majahar Habib","Independent","1339","0","1339","0.1",NA,NA,NA
"4629","Maharashtra","Beed","15","Galeb khan Jabbar khan Pathan","Independent","1209","0","1209","0.09",NA,NA,NA
"4630","Maharashtra","Beed","16","Chavhan Sampat Ramsing","Independent","16778","14","16792","1.24",NA,NA,NA
"4631","Maharashtra","Beed","17","Jagtap Nilesh Murlidhar","Independent","3485","0","3485","0.26",NA,NA,NA
"4632","Maharashtra","Beed","18","Jamir Bashir Shaikh","Independent","1508","1","1509","0.11",NA,NA,NA
"4633","Maharashtra","Beed","19","Jubair Munshi Qureshi","Independent","778","0","778","0.06",NA,NA,NA
"4634","Maharashtra","Beed","20","Tukaram Vyankati Chate","Independent","398","1","399","0.03",NA,NA,NA
"4635","Maharashtra","Beed","21","Nisar Ahmed","Independent","412","0","412","0.03",NA,NA,NA
"4636","Maharashtra","Beed","22","Pathan Musakhan Yunus khan","Independent","585","0","585","0.04",NA,NA,NA
"4637","Maharashtra","Beed","23","Pathan Sarfaraj khan Mehtab khan","Independent","633","0","633","0.05",NA,NA,NA
"4638","Maharashtra","Beed","24","Patil Yashashri Pramod","Independent","1329","5","1334","0.1",NA,NA,NA
"4639","Maharashtra","Beed","25","Pandit Damodhar Khande","Independent","466","0","466","0.03",NA,NA,NA
"4640","Maharashtra","Beed","26","Bajarang Digambar Sonawane","Independent","1379","0","1379","0.1",NA,NA,NA
"4641","Maharashtra","Beed","27","Mujib Naimuddin Inamdar","Independent","6152","0","6152","0.45",NA,NA,NA
"4642","Maharashtra","Beed","28","Rajeshkumar Annasaheb Bhadagale","Independent","3895","2","3897","0.29",NA,NA,NA
"4643","Maharashtra","Beed","29","Vijay Rangnath Salve","Independent","3456","1","3457","0.26",NA,NA,NA
"4644","Maharashtra","Beed","30","Veer Shesherao Chokhoba","Independent","1713","2","1715","0.13",NA,NA,NA
"4645","Maharashtra","Beed","31","Adv. Sharad Bahinaji Kamble","Independent","1926","1","1927","0.14",NA,NA,NA
"4646","Maharashtra","Beed","32","Shivaji Narayanrao Kavthekar","Independent","1989","1","1990","0.15",NA,NA,NA
"4647","Maharashtra","Beed","33","Shaikh Yashid Shaikh Tayyab","Independent","2052","0","2052","0.15",NA,NA,NA
"4648","Maharashtra","Beed","34","Shaikh Sadek Shaikh Ibrahim","Independent","1322","1","1323","0.1",NA,NA,NA
"4649","Maharashtra","Beed","35","Sayyad Minhaj","Independent","386","0","386","0.03",NA,NA,NA
"4650","Maharashtra","Beed","36","Sajan Raees Choudhari","Independent","477","0","477","0.04",NA,NA,NA
"4651","Maharashtra","Beed","37","NOTA","None of the Above","2490","10","2500","0.18",NA,NA,NA
