"survey_date","survey_state","ID_GBIP","gender","age_cat","income_level","religion","education_level","jati","turnout","turnout_14","PC_vote_choice","PC_vote_choice_14","Source","weeks"
"2019-03-18","(21) Orissa 21","157.35.251.238","(2) Female 2","(34-44]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1"," (04) Higher Secondary 04","(2) Forward/General (except Brahmin) 2",1,1,"NDA","NDA","AMechTurk",9
"2019-03-10",NA,"157.36.111.140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",11
"2019-03-08","(04) Chandigarh 04","157.36.116.187","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(3) Christian 3","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"Aam Aadmi Party","Aam Aadmi Party","SubjectPool",11
"2019-03-26","(09) Uttar Pradesh 09","157.36.128.154","(1) Male 1","(44-54]","(05) ₹2,40,000 - ₹5,99,999 05","(3) Christian 3","(05) Some Graduate or Higher 05",NA,1,1,"Aam Aadmi Party","Aam Aadmi Party","SubjectPool",8
"2019-03-09","(06) Haryana 06","157.36.130.8","(2) Female 2","(17-24]","(02) ₹60,000 - ₹89,999 02","(4) Sikh 4"," (04) Higher Secondary 04","(2) Forward/General (except Brahmin) 2",1,NA,"NDA",NA,"SubjectPool",11
"2019-04-12",NA,"157.36.133.177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",6
"2019-03-26","(06) Haryana 06","157.36.139.171","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,0,"UPA",NA,"SubjectPool",8
"2019-04-25","(06) Haryana 06","157.36.141.254","(1) Male 1","(24-34]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"Other","Indian National Lok Dal","AMechTurk",4
"2019-04-01",NA,"157.36.145.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",7
"2019-04-05","(06) Haryana 06","157.36.145.69","(2) Female 2","(34-44]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","Indian National Lok Dal","SubjectPool",7
"2019-04-08",NA,"157.36.163.160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",6
"2019-03-15","(01) Jammu & Kashmir 01","157.36.180.36","(2) Female 2","(24-34]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","SubjectPool",10
"2019-04-06","(06) Haryana 06","157.36.184.121","(2) Female 2","(34-44]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","SubjectPool",7
"2019-03-26","(06) Haryana 06","157.36.188.223","(2) Female 2","(17-24]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,NA,NA,NA,"SubjectPool",8
"2019-03-26",NA,"157.36.233.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26","(06) Haryana 06","157.36.30.98","(2) Female 2","(17-24]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,NA,"NDA",NA,"SubjectPool",8
"2019-03-09","(06) Haryana 06","157.36.65.119","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",NA,1,"NDA","NDA","SubjectPool",11
"2019-04-03","(06) Haryana 06","157.36.84.114","(1) Male 1","(54-64]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,NA,"NDA",NA,"SubjectPool",7
"2019-03-27",NA,"157.37.141.188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-04-07","(08) Rajasthan 08","157.37.143.36","(2) Female 2","(17-24]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,NA,"NDA","SubjectPool",7
"2019-04-07","(22) Chhattisgarh 22","157.37.164.147","(2) Female 2","(17-24]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","NDA","SubjectPool",7
"2019-04-08",NA,"157.37.172.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",6
"2019-03-26",NA,"157.37.195.29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-20","(07) Delhi 07","157.37.200.213","(2) Female 2","(24-34]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",9
"2019-03-26",NA,"157.37.200.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26",NA,"157.37.209.14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-04-04","(08) Rajasthan 08","157.37.211.185","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","AMechTurk",7
"2019-03-27",NA,"157.37.233.167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26","(08) Rajasthan 08","157.37.233.98","(2) Female 2","(24-34]","(06) ₹6,00,000 and over 06","(6) Jain 6","(05) Some Graduate or Higher 05",NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-08","(08) Rajasthan 08","157.37.244.86","(2) Female 2","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(6) Jain 6","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","NDA","SubjectPool",11
"2019-03-08","(22) Chhattisgarh 22","157.37.249.211","(2) Female 2","(17-24]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"NDA","NDA","SubjectPool",11
"2019-03-09","(08) Rajasthan 08","157.37.250.98","(2) Female 2","(17-24]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","NDA","SubjectPool",11
"2019-04-12",NA,"157.37.253.173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",6
"2019-03-26","(07) Delhi 07","157.38.129.166","(2) Female 2","(17-24]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",NA,NA,"NDA",NA,"SubjectPool",8
"2019-03-26",NA,"157.38.133.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26",NA,"157.38.134.135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-27","(19) West Bengal 19","157.38.134.236","(2) Female 2","(34-44]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,NA,NA,"SubjectPool",8
"2019-03-26","(07) Delhi 07","157.38.155.56","(1) Male 1","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","SubjectPool",8
"2019-03-26",NA,"157.38.156.169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-27",NA,"157.38.167.195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26",NA,"157.38.171.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26","(07) Delhi 07","157.38.174.0","(1) Male 1","(17-24]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",NA,1,"NDA","NDA","SubjectPool",8
"2019-03-26","(19) West Bengal 19","157.38.174.110","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","SubjectPool",8
"2019-03-26","(10) Bihar 10","157.38.178.126","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(7) Other 7","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,NA,"NDA","SubjectPool",8
"2019-03-27",NA,"157.38.180.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-29",NA,"157.38.182.255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26","(06) Haryana 06","157.38.188.151","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","NDA","SubjectPool",8
"2019-03-11","(03) Punjab 03","157.39.0.72","(2) Female 2","(17-24]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"NDA",NA,"SubjectPool",10
"2019-03-29",NA,"157.39.10.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-04-07","(05) Uttarakhand 05","157.39.103.52","(1) Male 1","(17-24]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"NDA",NA,"SubjectPool",7
"2019-04-10",NA,"157.39.105.127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",6
"2019-04-07","(03) Punjab 03","157.39.105.177","(1) Male 1","(17-24]","(04) ₹1,20,000 - ₹2,39,999 04","(4) Sikh 4","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,NA,NA,"SubjectPool",7
"2019-03-26",NA,"157.39.105.223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26",NA,"157.39.110.204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26",NA,"157.39.111.89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-04-08",NA,"157.39.118.79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",6
"2019-04-26","(07) Delhi 07","157.39.120.93","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",4
"2019-02-23","(06) Haryana 06","157.39.128.176","(1) Male 1","(34-44]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,"NDA",NA,"AMechTurk",13
"2019-03-09","(05) Uttarakhand 05","157.39.129.174","(1) Male 1","(17-24]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"NDA",NA,"SubjectPool",11
"2019-03-09",NA,"157.39.133.167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",11
"2019-03-29",NA,"157.39.134.109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-27",NA,"157.39.14.90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-16","(02) Himachal Pradesh 02","157.39.145.48","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","SubjectPool",10
"2019-03-09","(02) Himachal Pradesh 02","157.39.148.34","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","SubjectPool",11
"2019-03-08","(03) Punjab 03","157.39.156.55","(2) Female 2","(17-24]","(05) ₹2,40,000 - ₹5,99,999 05","(4) Sikh 4"," (04) Higher Secondary 04","(6) Others 6",1,NA,NA,NA,"SubjectPool",11
"2019-03-26","(03) Punjab 03","157.39.160.217","(2) Female 2","(17-24]","(06) ₹6,00,000 and over 06","(2) Muslim 2","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,NA,NA,"SubjectPool",8
"2019-03-26","(06) Haryana 06","157.39.160.31","(1) Male 1","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",NA,1,"NDA","NDA","SubjectPool",8
"2019-03-08",NA,"157.39.168.232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",11
"2019-03-27","(21) Orissa 21","157.39.17.225","(1) Male 1","(17-24]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","SubjectPool",8
"2019-04-09","(03) Punjab 03","157.39.17.82","(2) Female 2","(34-44]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"NDA","NDA","SubjectPool",6
"2019-03-28",NA,"157.39.172.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-09","(03) Punjab 03","157.39.185.19","(2) Female 2","(17-24]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"UPA","UPA","SubjectPool",11
"2019-03-13",NA,"157.39.191.249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",10
"2019-04-07","(09) Uttar Pradesh 09","157.39.192.153","(2) Female 2","(17-24]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","SubjectPool",7
"2019-04-11",NA,"157.39.202.164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",6
"2019-03-31",NA,"157.39.202.66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26",NA,"157.39.203.227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-04-11",NA,"157.39.204.47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",6
"2019-03-08","(03) Punjab 03","157.39.212.149","(1) Male 1","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","SubjectPool",11
"2019-05-11","(03) Punjab 03","157.39.214.125","(2) Female 2","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",2
"2019-03-26","(03) Punjab 03","157.39.215.150","(2) Female 2","(17-24]","(04) ₹1,20,000 - ₹2,39,999 04","(4) Sikh 4"," (04) Higher Secondary 04",NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26","(04) Chandigarh 04","157.39.216.18","(1) Male 1","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","Aam Aadmi Party","SubjectPool",8
"2019-03-08","(03) Punjab 03","157.39.220.42",NA,"(34-44]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,NA,NA,NA,NA,"SubjectPool",11
"2019-04-08","(20) Jharkhand 20","157.39.223.106","(2) Female 2","(44-54]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",NA,1,"NDA","NDA","SubjectPool",6
"2019-04-07","(03) Punjab 03","157.39.227.56","(2) Female 2","(17-24]","(06) ₹6,00,000 and over 06","(2) Muslim 2","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,"Independent Candidate",NA,"SubjectPool",7
"2019-03-26","(01) Jammu & Kashmir 01","157.39.228.152","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","SubjectPool",8
"2019-03-27",NA,"157.39.231.214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26","(06) Haryana 06","157.39.237.126","(2) Female 2","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","AMechTurk",8
"2019-03-09",NA,"157.39.238.30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",11
"2019-03-26",NA,"157.39.24.187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26",NA,"157.39.24.201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26","(06) Haryana 06","157.39.242.167","(1) Male 1","(17-24]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"UPA","NDA","SubjectPool",8
"2019-03-29",NA,"157.39.247.190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-05-12","(03) Punjab 03","157.39.29.100","(2) Female 2","(17-24]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(5) Scheduled Tribes (ST) 5",1,NA,"NDA",NA,"AMechTurk",2
"2019-03-29",NA,"157.39.3.165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26","(03) Punjab 03","157.39.37.192","(1) Male 1","(17-24]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,"NDA",NA,"SubjectPool",8
"2019-03-26","(03) Punjab 03","157.39.4.71","(2) Female 2","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,NA,NA,"SubjectPool",8
"2019-05-16","(03) Punjab 03","157.39.41.95","(2) Female 2","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",1
"2019-04-10",NA,"157.39.42.99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",6
"2019-03-28",NA,"157.39.43.188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26",NA,"157.39.44.140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-04-06","(04) Chandigarh 04","157.39.46.76","(1) Male 1","(44-54]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"NDA","UPA","SubjectPool",7
"2019-04-08","(03) Punjab 03","157.39.47.44","(1) Male 1","(24-34]","(01) Less than ₹60,000 01","(4) Sikh 4","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,NA,NA,"SubjectPool",6
"2019-03-26",NA,"157.39.51.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-04-02","(03) Punjab 03","157.39.52.153","(2) Female 2","(34-44]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,0,"NDA",NA,"SubjectPool",7
"2019-03-29",NA,"157.39.61.13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-26","(04) Chandigarh 04","157.39.63.67","(1) Male 1","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,1,"NDA","NDA","SubjectPool",8
"2019-03-26","(21) Orissa 21","157.39.67.184","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",NA,1,"NDA","UPA","SubjectPool",8
"2019-03-27",NA,"157.39.74.246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-04-11",NA,"157.39.8.250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",6
"2019-02-24","(07) Delhi 07","157.39.86.18","(2) Female 2","(24-34]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,"NDA",NA,"AMechTurk",13
"2019-03-26","(23) Madhya Pradesh 23","157.39.87.21","(2) Female 2","(34-44]","(06) ₹6,00,000 and over 06","(4) Sikh 4","(05) Some Graduate or Higher 05","(6) Others 6",NA,1,"NDA","NDA","SubjectPool",8
"2019-04-08",NA,"157.39.90.158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",6
"2019-03-08","(03) Punjab 03","157.39.93.101","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",NA,NA,NA,NA,"SubjectPool",11
"2019-04-15",NA,"157.39.93.18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",5
"2019-03-26","(03) Punjab 03","157.39.99.228","(1) Male 1","(44-54]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,1,"NDA","UPA","SubjectPool",8
"2019-03-26","(20) Jharkhand 20","157.40.117.103","(1) Male 1","(24-34]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","SubjectPool",8
"2019-03-09","(19) West Bengal 19","157.40.17.242","(1) Male 1","(17-24]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,"NDA",NA,"SubjectPool",11
"2019-04-25","(19) West Bengal 19","157.40.25.36","(2) Female 2","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",0,1,"NDA","NDA","AMechTurk",4
"2019-03-12","(19) West Bengal 19","157.40.28.153","(1) Male 1","(17-24]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,NA,NA,NA,"SubjectPool",10
"2019-03-08","(19) West Bengal 19","157.40.29.37","(2) Female 2","(64-100]","(04) ₹1,20,000 - ₹2,39,999 04","(1) Hindu 1","(05) Some Graduate or Higher 05",NA,1,1,"UPA","All India Trinamool Congress","SubjectPool",11
"2019-04-08","(19) West Bengal 19","157.40.3.166","(1) Male 1","(17-24]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",1,NA,NA,NA,"SubjectPool",6
"2019-03-10","(19) West Bengal 19","157.40.42.17","(2) Female 2","(34-44]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",NA,1,"UPA","UPA","SubjectPool",11
"2019-03-08","(09) Uttar Pradesh 09","157.40.46.8","(2) Female 2","(17-24]","(06) ₹6,00,000 and over 06","(6) Jain 6","(05) Some Graduate or Higher 05","(6) Others 6",1,1,"NDA","NDA","SubjectPool",11
"2019-03-29",NA,"157.40.50.108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-14","(19) West Bengal 19","157.40.57.199","(1) Male 1","(34-44]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",1,NA,NA,NA,"SubjectPool",10
"2019-02-23","(19) West Bengal 19","157.40.68.85","(2) Female 2","(44-54]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(3) Other Backward Castes (OBC) 3",NA,NA,NA,NA,"AMechTurk",13
"2019-03-29",NA,"157.40.73.81",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-12","(19) West Bengal 19","157.40.74.172","(2) Female 2","(17-24]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(6) Others 6",NA,NA,NA,NA,"SubjectPool",10
"2019-03-29",NA,"157.40.8.165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",8
"2019-03-03","(19) West Bengal 19","157.40.84.190","(1) Male 1","(44-54]","(06) ₹6,00,000 and over 06","(3) Christian 3","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,"UPA",NA,"AMechTurk",12
"2019-04-08","(19) West Bengal 19","157.40.9.70","(1) Male 1","(24-34]","(03) ₹90,000 - ₹1,19,999 03","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",0,1,"All India Trinamool Congress","UPA","AMechTurk",6
"2019-03-09","(21) Orissa 21","157.40.91.90","(2) Female 2","(24-34]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",1,NA,"Biju Janata Dal",NA,"AMechTurk",11
"2019-03-26","(07) Delhi 07","157.41.0.245","(2) Female 2","(34-44]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",8
"2019-03-12","(20) Jharkhand 20","157.41.110.79","(2) Female 2","(24-34]","(01) Less than ₹60,000 01","(1) Hindu 1","(05) Some Graduate or Higher 05","(2) Forward/General (except Brahmin) 2",NA,NA,"NDA",NA,"SubjectPool",10
"2019-03-27","(21) Orissa 21","157.41.124.211","(2) Female 2","(17-24]","(02) ₹60,000 - ₹89,999 02","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","SubjectPool",8
"2019-03-13","(21) Orissa 21","157.41.128.168","(2) Female 2","(34-44]","(05) ₹2,40,000 - ₹5,99,999 05","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",10
"2019-03-23","(07) Delhi 07","157.41.129.236","(2) Female 2","(34-44]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",9
"2019-03-13","(07) Delhi 07","157.41.131.85","(2) Female 2","(34-44]","(06) ₹6,00,000 and over 06","(1) Hindu 1","(05) Some Graduate or Higher 05","(1) Brahmin 1",1,1,"NDA","NDA","AMechTurk",10
"2019-03-10",NA,"157.41.143.207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SubjectPool",11
