states,rurality,age_cat,education_level,gender,totcount,zones
(29) Karnataka 29,(1) urban 1,(34-44],(03) Middle or Secondary 03,(1) Male 1, 324924,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(44-54],(03) Middle or Secondary 03,(1) Male 1, 202374,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(54-64],(03) Middle or Secondary 03,(1) Male 1, 122985,(06) Southern 06
(29) Karnataka 29,(1) urban 1,(64-100],(03) Middle or Secondary 03,(1) Male 1,  82702,(06) Southern 06
(30) Goa 30,(0) rural 0,(17-24],(03) Middle or Secondary 03,(1) Male 1,  12486,(05) Western 05
(30) Goa 30,(0) rural 0,(24-34],(03) Middle or Secondary 03,(1) Male 1,  18456,(05) Western 05
(30) Goa 30,(0) rural 0,(34-44],(03) Middle or Secondary 03,(1) Male 1,  16770,(05) Western 05
(30) Goa 30,(0) rural 0,(44-54],(03) Middle or Secondary 03,(1) Male 1,  10391,(05) Western 05
(30) Goa 30,(0) rural 0,(54-64],(03) Middle or Secondary 03,(1) Male 1,   5638,(05) Western 05
(30) Goa 30,(0) rural 0,(64-100],(03) Middle or Secondary 03,(1) Male 1,   2319,(05) Western 05
(30) Goa 30,(1) urban 1,(17-24],(03) Middle or Secondary 03,(1) Male 1,  17599,(05) Western 05
(30) Goa 30,(1) urban 1,(24-34],(03) Middle or Secondary 03,(1) Male 1,  22949,(05) Western 05
(30) Goa 30,(1) urban 1,(34-44],(03) Middle or Secondary 03,(1) Male 1,  21909,(05) Western 05
(30) Goa 30,(1) urban 1,(44-54],(03) Middle or Secondary 03,(1) Male 1,  15672,(05) Western 05
(30) Goa 30,(1) urban 1,(54-64],(03) Middle or Secondary 03,(1) Male 1,   9069,(05) Western 05
(30) Goa 30,(1) urban 1,(64-100],(03) Middle or Secondary 03,(1) Male 1,   4534,(05) Western 05
(31) Lakshadweep 31,(0) rural 0,(17-24],(03) Middle or Secondary 03,(1) Male 1,    419,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(24-34],(03) Middle or Secondary 03,(1) Male 1,    471,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(34-44],(03) Middle or Secondary 03,(1) Male 1,    310,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(44-54],(03) Middle or Secondary 03,(1) Male 1,    231,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(54-64],(03) Middle or Secondary 03,(1) Male 1,     92,(06) Southern 06
(31) Lakshadweep 31,(0) rural 0,(64-100],(03) Middle or Secondary 03,(1) Male 1,     27,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(17-24],(03) Middle or Secondary 03,(1) Male 1,   1475,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(24-34],(03) Middle or Secondary 03,(1) Male 1,   1619,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(34-44],(03) Middle or Secondary 03,(1) Male 1,   1428,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(44-54],(03) Middle or Secondary 03,(1) Male 1,    884,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(54-64],(03) Middle or Secondary 03,(1) Male 1,    430,(06) Southern 06
(31) Lakshadweep 31,(1) urban 1,(64-100],(03) Middle or Secondary 03,(1) Male 1,    118,(06) Southern 06
(32) Kerala 32,(0) rural 0,(17-24],(03) Middle or Secondary 03,(1) Male 1, 276236,(06) Southern 06
(32) Kerala 32,(0) rural 0,(24-34],(03) Middle or Secondary 03,(1) Male 1, 523519,(06) Southern 06
(32) Kerala 32,(0) rural 0,(34-44],(03) Middle or Secondary 03,(1) Male 1, 445148,(06) Southern 06
(32) Kerala 32,(0) rural 0,(44-54],(03) Middle or Secondary 03,(1) Male 1, 325975,(06) Southern 06
(32) Kerala 32,(0) rural 0,(54-64],(03) Middle or Secondary 03,(1) Male 1, 199451,(06) Southern 06
(32) Kerala 32,(0) rural 0,(64-100],(03) Middle or Secondary 03,(1) Male 1,  98415,(06) Southern 06
(32) Kerala 32,(1) urban 1,(17-24],(03) Middle or Secondary 03,(1) Male 1, 215419,(06) Southern 06
(32) Kerala 32,(1) urban 1,(24-34],(03) Middle or Secondary 03,(1) Male 1, 428585,(06) Southern 06
(32) Kerala 32,(1) urban 1,(34-44],(03) Middle or Secondary 03,(1) Male 1, 396225,(06) Southern 06
(32) Kerala 32,(1) urban 1,(44-54],(03) Middle or Secondary 03,(1) Male 1, 298249,(06) Southern 06
(32) Kerala 32,(1) urban 1,(54-64],(03) Middle or Secondary 03,(1) Male 1, 185818,(06) Southern 06
(32) Kerala 32,(1) urban 1,(64-100],(03) Middle or Secondary 03,(1) Male 1,  95967,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(17-24],(03) Middle or Secondary 03,(1) Male 1, 807769,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(24-34],(03) Middle or Secondary 03,(1) Male 1,1094888,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(34-44],(03) Middle or Secondary 03,(1) Male 1, 752734,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(44-54],(03) Middle or Secondary 03,(1) Male 1, 465620,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(54-64],(03) Middle or Secondary 03,(1) Male 1, 254656,(06) Southern 06
(33) Tamil Nadu 33,(0) rural 0,(64-100],(03) Middle or Secondary 03,(1) Male 1, 127870,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(17-24],(03) Middle or Secondary 03,(1) Male 1, 547751,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(24-34],(03) Middle or Secondary 03,(1) Male 1, 935207,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(34-44],(03) Middle or Secondary 03,(1) Male 1, 831271,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(44-54],(03) Middle or Secondary 03,(1) Male 1, 590841,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(54-64],(03) Middle or Secondary 03,(1) Male 1, 329141,(06) Southern 06
(33) Tamil Nadu 33,(1) urban 1,(64-100],(03) Middle or Secondary 03,(1) Male 1, 191978,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(17-24],(03) Middle or Secondary 03,(1) Male 1,   7900,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(24-34],(03) Middle or Secondary 03,(1) Male 1,  13864,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(34-44],(03) Middle or Secondary 03,(1) Male 1,  10607,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(44-54],(03) Middle or Secondary 03,(1) Male 1,   6666,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(54-64],(03) Middle or Secondary 03,(1) Male 1,   3175,(06) Southern 06
(34) Pondicherry 34,(0) rural 0,(64-100],(03) Middle or Secondary 03,(1) Male 1,   1489,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(17-24],(03) Middle or Secondary 03,(1) Male 1,  12071,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(24-34],(03) Middle or Secondary 03,(1) Male 1,  22057,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(34-44],(03) Middle or Secondary 03,(1) Male 1,  21031,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(44-54],(03) Middle or Secondary 03,(1) Male 1,  15744,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(54-64],(03) Middle or Secondary 03,(1) Male 1,   9167,(06) Southern 06
(34) Pondicherry 34,(1) urban 1,(64-100],(03) Middle or Secondary 03,(1) Male 1,   5659,(06) Southern 06
(35) Anadman/Nicobar 35,(0) rural 0,(17-24],(03) Middle or Secondary 03,(1) Male 1,   7359,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(24-34],(03) Middle or Secondary 03,(1) Male 1,  11124,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(34-44],(03) Middle or Secondary 03,(1) Male 1,   7301,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(44-54],(03) Middle or Secondary 03,(1) Male 1,   4003,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(54-64],(03) Middle or Secondary 03,(1) Male 1,   2166,(04) Eastern 04
(35) Anadman/Nicobar 35,(0) rural 0,(64-100],(03) Middle or Secondary 03,(1) Male 1,    894,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(17-24],(03) Middle or Secondary 03,(1) Male 1,   4130,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(24-34],(03) Middle or Secondary 03,(1) Male 1,   6389,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(34-44],(03) Middle or Secondary 03,(1) Male 1,   4814,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(44-54],(03) Middle or Secondary 03,(1) Male 1,   3082,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(54-64],(03) Middle or Secondary 03,(1) Male 1,   1629,(04) Eastern 04
(35) Anadman/Nicobar 35,(1) urban 1,(64-100],(03) Middle or Secondary 03,(1) Male 1,    680,(04) Eastern 04
(01) Jammu & Kashmir 01,(0) rural 0,(17-24],(03) Middle or Secondary 03,(2) Female 2, 207863,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(24-34],(03) Middle or Secondary 03,(2) Female 2, 173835,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(34-44],(03) Middle or Secondary 03,(2) Female 2,  85219,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(44-54],(03) Middle or Secondary 03,(2) Female 2,  30441,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(54-64],(03) Middle or Secondary 03,(2) Female 2,   8932,(01) North 01
(01) Jammu & Kashmir 01,(0) rural 0,(64-100],(03) Middle or Secondary 03,(2) Female 2,   3416,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(17-24],(03) Middle or Secondary 03,(2) Female 2,  61825,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(24-34],(03) Middle or Secondary 03,(2) Female 2,  74378,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(34-44],(03) Middle or Secondary 03,(2) Female 2,  59872,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(44-54],(03) Middle or Secondary 03,(2) Female 2,  39723,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(54-64],(03) Middle or Secondary 03,(2) Female 2,  19564,(01) North 01
(01) Jammu & Kashmir 01,(1) urban 1,(64-100],(03) Middle or Secondary 03,(2) Female 2,   9232,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(17-24],(03) Middle or Secondary 03,(2) Female 2, 142709,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(24-34],(03) Middle or Secondary 03,(2) Female 2, 190655,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(34-44],(03) Middle or Secondary 03,(2) Female 2, 140071,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(44-54],(03) Middle or Secondary 03,(2) Female 2,  58622,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(54-64],(03) Middle or Secondary 03,(2) Female 2,  19928,(01) North 01
(02) Himachal Pradesh 02,(0) rural 0,(64-100],(03) Middle or Secondary 03,(2) Female 2,   5955,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(17-24],(03) Middle or Secondary 03,(2) Female 2,   9143,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(24-34],(03) Middle or Secondary 03,(2) Female 2,  13855,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(34-44],(03) Middle or Secondary 03,(2) Female 2,  16633,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(44-54],(03) Middle or Secondary 03,(2) Female 2,  11749,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(54-64],(03) Middle or Secondary 03,(2) Female 2,   5931,(01) North 01
(02) Himachal Pradesh 02,(1) urban 1,(64-100],(03) Middle or Secondary 03,(2) Female 2,   3333,(01) North 01
(03) Punjab 03,(0) rural 0,(17-24],(03) Middle or Secondary 03,(2) Female 2, 384970,(01) North 01
(03) Punjab 03,(0) rural 0,(24-34],(03) Middle or Secondary 03,(2) Female 2, 456919,(01) North 01
(03) Punjab 03,(0) rural 0,(34-44],(03) Middle or Secondary 03,(2) Female 2, 321055,(01) North 01
(03) Punjab 03,(0) rural 0,(44-54],(03) Middle or Secondary 03,(2) Female 2, 155290,(01) North 01
(03) Punjab 03,(0) rural 0,(54-64],(03) Middle or Secondary 03,(2) Female 2,  53917,(01) North 01
(03) Punjab 03,(0) rural 0,(64-100],(03) Middle or Secondary 03,(2) Female 2,  19489,(01) North 01
(03) Punjab 03,(1) urban 1,(17-24],(03) Middle or Secondary 03,(2) Female 2, 170492,(01) North 01
(03) Punjab 03,(1) urban 1,(24-34],(03) Middle or Secondary 03,(2) Female 2, 228199,(01) North 01
(03) Punjab 03,(1) urban 1,(34-44],(03) Middle or Secondary 03,(2) Female 2, 218692,(01) North 01
(03) Punjab 03,(1) urban 1,(44-54],(03) Middle or Secondary 03,(2) Female 2, 174293,(01) North 01
(03) Punjab 03,(1) urban 1,(54-64],(03) Middle or Secondary 03,(2) Female 2,  94466,(01) North 01
(03) Punjab 03,(1) urban 1,(64-100],(03) Middle or Secondary 03,(2) Female 2,  42754,(01) North 01
(04) Chandigarh 04,(0) rural 0,(17-24],(03) Middle or Secondary 03,(2) Female 2,    590,(01) North 01
(04) Chandigarh 04,(0) rural 0,(24-34],(03) Middle or Secondary 03,(2) Female 2,    816,(01) North 01
(04) Chandigarh 04,(0) rural 0,(34-44],(03) Middle or Secondary 03,(2) Female 2,    417,(01) North 01
(04) Chandigarh 04,(0) rural 0,(44-54],(03) Middle or Secondary 03,(2) Female 2,    162,(01) North 01
(04) Chandigarh 04,(0) rural 0,(54-64],(03) Middle or Secondary 03,(2) Female 2,     51,(01) North 01
(04) Chandigarh 04,(0) rural 0,(64-100],(03) Middle or Secondary 03,(2) Female 2,     22,(01) North 01
(04) Chandigarh 04,(1) urban 1,(17-24],(03) Middle or Secondary 03,(2) Female 2,  16476,(01) North 01
(04) Chandigarh 04,(1) urban 1,(24-34],(03) Middle or Secondary 03,(2) Female 2,  19009,(01) North 01
(04) Chandigarh 04,(1) urban 1,(34-44],(03) Middle or Secondary 03,(2) Female 2,  15723,(01) North 01
(04) Chandigarh 04,(1) urban 1,(44-54],(03) Middle or Secondary 03,(2) Female 2,  10632,(01) North 01
(04) Chandigarh 04,(1) urban 1,(54-64],(03) Middle or Secondary 03,(2) Female 2,   5359,(01) North 01
(04) Chandigarh 04,(1) urban 1,(64-100],(03) Middle or Secondary 03,(2) Female 2,   4183,(01) North 01
(05) Uttarakhand 05,(0) rural 0,(17-24],(03) Middle or Secondary 03,(2) Female 2, 185845,(02) North-Central 02
(05) Uttarakhand 05,(0) rural 0,(24-34],(03) Middle or Secondary 03,(2) Female 2, 149123,(02) North-Central 02
(05) Uttarakhand 05,(0) rural 0,(34-44],(03) Middle or Secondary 03,(2) Female 2,  75152,(02) North-Central 02
(05) Uttarakhand 05,(0) rural 0,(44-54],(03) Middle or Secondary 03,(2) Female 2,  31287,(02) North-Central 02
(05) Uttarakhand 05,(0) rural 0,(54-64],(03) Middle or Secondary 03,(2) Female 2,  12360,(02) North-Central 02
(05) Uttarakhand 05,(0) rural 0,(64-100],(03) Middle or Secondary 03,(2) Female 2,   5777,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(17-24],(03) Middle or Secondary 03,(2) Female 2,  51084,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(24-34],(03) Middle or Secondary 03,(2) Female 2,  51455,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(34-44],(03) Middle or Secondary 03,(2) Female 2,  41441,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(44-54],(03) Middle or Secondary 03,(2) Female 2,  26479,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(54-64],(03) Middle or Secondary 03,(2) Female 2,  15641,(02) North-Central 02
(05) Uttarakhand 05,(1) urban 1,(64-100],(03) Middle or Secondary 03,(2) Female 2,   9841,(02) North-Central 02
(06) Haryana 06,(0) rural 0,(17-24],(03) Middle or Secondary 03,(2) Female 2, 347446,(01) North 01
(06) Haryana 06,(0) rural 0,(24-34],(03) Middle or Secondary 03,(2) Female 2, 351731,(01) North 01
(06) Haryana 06,(0) rural 0,(34-44],(03) Middle or Secondary 03,(2) Female 2, 165978,(01) North 01
(06) Haryana 06,(0) rural 0,(44-54],(03) Middle or Secondary 03,(2) Female 2,  53024,(01) North 01
(06) Haryana 06,(0) rural 0,(54-64],(03) Middle or Secondary 03,(2) Female 2,  20124,(01) North 01
(06) Haryana 06,(0) rural 0,(64-100],(03) Middle or Secondary 03,(2) Female 2,   7933,(01) North 01
(06) Haryana 06,(1) urban 1,(17-24],(03) Middle or Secondary 03,(2) Female 2, 140394,(01) North 01
(06) Haryana 06,(1) urban 1,(24-34],(03) Middle or Secondary 03,(2) Female 2, 182660,(01) North 01
(06) Haryana 06,(1) urban 1,(34-44],(03) Middle or Secondary 03,(2) Female 2, 148015,(01) North 01
(06) Haryana 06,(1) urban 1,(44-54],(03) Middle or Secondary 03,(2) Female 2, 101103,(01) North 01
(06) Haryana 06,(1) urban 1,(54-64],(03) Middle or Secondary 03,(2) Female 2,  55115,(01) North 01
(06) Haryana 06,(1) urban 1,(64-100],(03) Middle or Secondary 03,(2) Female 2,  25767,(01) North 01
(07) Delhi 07,(0) rural 0,(17-24],(03) Middle or Secondary 03,(2) Female 2,   9049,(02) North-Central 02
(07) Delhi 07,(0) rural 0,(24-34],(03) Middle or Secondary 03,(2) Female 2,  11819,(02) North-Central 02
(07) Delhi 07,(0) rural 0,(34-44],(03) Middle or Secondary 03,(2) Female 2,   7607,(02) North-Central 02
(07) Delhi 07,(0) rural 0,(44-54],(03) Middle or Secondary 03,(2) Female 2,   3136,(02) North-Central 02
(07) Delhi 07,(0) rural 0,(54-64],(03) Middle or Secondary 03,(2) Female 2,   1324,(02) North-Central 02
(07) Delhi 07,(0) rural 0,(64-100],(03) Middle or Secondary 03,(2) Female 2,    401,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(17-24],(03) Middle or Secondary 03,(2) Female 2, 303933,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(24-34],(03) Middle or Secondary 03,(2) Female 2, 352766,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(34-44],(03) Middle or Secondary 03,(2) Female 2, 242628,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(44-54],(03) Middle or Secondary 03,(2) Female 2, 143895,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(54-64],(03) Middle or Secondary 03,(2) Female 2,  85286,(02) North-Central 02
(07) Delhi 07,(1) urban 1,(64-100],(03) Middle or Secondary 03,(2) Female 2,  59028,(02) North-Central 02
(08) Rajasthan 08,(0) rural 0,(17-24],(03) Middle or Secondary 03,(2) Female 2, 687955,(01) North 01
(08) Rajasthan 08,(0) rural 0,(24-34],(03) Middle or Secondary 03,(2) Female 2, 391424,(01) North 01
(08) Rajasthan 08,(0) rural 0,(34-44],(03) Middle or Secondary 03,(2) Female 2, 151742,(01) North 01
(08) Rajasthan 08,(0) rural 0,(44-54],(03) Middle or Secondary 03,(2) Female 2,  50660,(01) North 01
(08) Rajasthan 08,(0) rural 0,(54-64],(03) Middle or Secondary 03,(2) Female 2,  17763,(01) North 01
(08) Rajasthan 08,(0) rural 0,(64-100],(03) Middle or Secondary 03,(2) Female 2,  10509,(01) North 01
(08) Rajasthan 08,(1) urban 1,(17-24],(03) Middle or Secondary 03,(2) Female 2, 305532,(01) North 01
(08) Rajasthan 08,(1) urban 1,(24-34],(03) Middle or Secondary 03,(2) Female 2, 308922,(01) North 01
(08) Rajasthan 08,(1) urban 1,(34-44],(03) Middle or Secondary 03,(2) Female 2, 223494,(01) North 01
(08) Rajasthan 08,(1) urban 1,(44-54],(03) Middle or Secondary 03,(2) Female 2, 138931,(01) North 01
(08) Rajasthan 08,(1) urban 1,(54-64],(03) Middle or Secondary 03,(2) Female 2,  70116,(01) North 01
(08) Rajasthan 08,(1) urban 1,(64-100],(03) Middle or Secondary 03,(2) Female 2,  36427,(01) North 01
(09) Uttar Pradesh 09,(0) rural 0,(17-24],(03) Middle or Secondary 03,(2) Female 2,2431106,(02) North-Central 02
(09) Uttar Pradesh 09,(0) rural 0,(24-34],(03) Middle or Secondary 03,(2) Female 2,1827010,(02) North-Central 02
(09) Uttar Pradesh 09,(0) rural 0,(34-44],(03) Middle or Secondary 03,(2) Female 2, 997261,(02) North-Central 02
(09) Uttar Pradesh 09,(0) rural 0,(44-54],(03) Middle or Secondary 03,(2) Female 2, 410806,(02) North-Central 02
(09) Uttar Pradesh 09,(0) rural 0,(54-64],(03) Middle or Secondary 03,(2) Female 2, 180502,(02) North-Central 02
(09) Uttar Pradesh 09,(0) rural 0,(64-100],(03) Middle or Secondary 03,(2) Female 2, 112092,(02) North-Central 02
(09) Uttar Pradesh 09,(1) urban 1,(17-24],(03) Middle or Secondary 03,(2) Female 2, 710207,(02) North-Central 02
(09) Uttar Pradesh 09,(1) urban 1,(24-34],(03) Middle or Secondary 03,(2) Female 2, 672879,(02) North-Central 02
(09) Uttar Pradesh 09,(1) urban 1,(34-44],(03) Middle or Secondary 03,(2) Female 2, 521246,(02) North-Central 02
(09) Uttar Pradesh 09,(1) urban 1,(44-54],(03) Middle or Secondary 03,(2) Female 2, 315906,(02) North-Central 02
(09) Uttar Pradesh 09,(1) urban 1,(54-64],(03) Middle or Secondary 03,(2) Female 2, 176409,(02) North-Central 02
(09) Uttar Pradesh 09,(1) urban 1,(64-100],(03) Middle or Secondary 03,(2) Female 2, 113409,(02) North-Central 02
(10) Bihar 10,(0) rural 0,(17-24],(03) Middle or Secondary 03,(2) Female 2, 954335,(02) North-Central 02
(10) Bihar 10,(0) rural 0,(24-34],(03) Middle or Secondary 03,(2) Female 2, 947405,(02) North-Central 02
(10) Bihar 10,(0) rural 0,(34-44],(03) Middle or Secondary 03,(2) Female 2, 533074,(02) North-Central 02
(10) Bihar 10,(0) rural 0,(44-54],(03) Middle or Secondary 03,(2) Female 2, 228712,(02) North-Central 02
(10) Bihar 10,(0) rural 0,(54-64],(03) Middle or Secondary 03,(2) Female 2, 118391,(02) North-Central 02
(10) Bihar 10,(0) rural 0,(64-100],(03) Middle or Secondary 03,(2) Female 2,  64066,(02) North-Central 02
(10) Bihar 10,(1) urban 1,(17-24],(03) Middle or Secondary 03,(2) Female 2, 170303,(02) North-Central 02
(10) Bihar 10,(1) urban 1,(24-34],(03) Middle or Secondary 03,(2) Female 2, 208014,(02) North-Central 02
(10) Bihar 10,(1) urban 1,(34-44],(03) Middle or Secondary 03,(2) Female 2, 154017,(02) North-Central 02
(10) Bihar 10,(1) urban 1,(44-54],(03) Middle or Secondary 03,(2) Female 2,  96119,(02) North-Central 02
(10) Bihar 10,(1) urban 1,(54-64],(03) Middle or Secondary 03,(2) Female 2,  55538,(02) North-Central 02
(10) Bihar 10,(1) urban 1,(64-100],(03) Middle or Secondary 03,(2) Female 2,  29729,(02) North-Central 02
(11) Sikkim 11,(0) rural 0,(17-24],(03) Middle or Secondary 03,(2) Female 2,  10815,(04) Eastern 04
(11) Sikkim 11,(0) rural 0,(24-34],(03) Middle or Secondary 03,(2) Female 2,   8620,(04) Eastern 04
(11) Sikkim 11,(0) rural 0,(34-44],(03) Middle or Secondary 03,(2) Female 2,   4701,(04) Eastern 04
(11) Sikkim 11,(0) rural 0,(44-54],(03) Middle or Secondary 03,(2) Female 2,   1417,(04) Eastern 04
(11) Sikkim 11,(0) rural 0,(54-64],(03) Middle or Secondary 03,(2) Female 2,    319,(04) Eastern 04
(11) Sikkim 11,(0) rural 0,(64-100],(03) Middle or Secondary 03,(2) Female 2,    207,(04) Eastern 04
(11) Sikkim 11,(1) urban 1,(17-24],(03) Middle or Secondary 03,(2) Female 2,   3832,(04) Eastern 04
(11) Sikkim 11,(1) urban 1,(24-34],(03) Middle or Secondary 03,(2) Female 2,   4514,(04) Eastern 04
(11) Sikkim 11,(1) urban 1,(34-44],(03) Middle or Secondary 03,(2) Female 2,   3219,(04) Eastern 04
(11) Sikkim 11,(1) urban 1,(44-54],(03) Middle or Secondary 03,(2) Female 2,   1622,(04) Eastern 04
(11) Sikkim 11,(1) urban 1,(54-64],(03) Middle or Secondary 03,(2) Female 2,    504,(04) Eastern 04
(11) Sikkim 11,(1) urban 1,(64-100],(03) Middle or Secondary 03,(2) Female 2,    257,(04) Eastern 04
(12) Arunachal Pradesh 12,(0) rural 0,(17-24],(03) Middle or Secondary 03,(2) Female 2,  21674,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(0) rural 0,(24-34],(03) Middle or Secondary 03,(2) Female 2,  15934,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(0) rural 0,(34-44],(03) Middle or Secondary 03,(2) Female 2,   7264,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(0) rural 0,(44-54],(03) Middle or Secondary 03,(2) Female 2,   1802,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(0) rural 0,(54-64],(03) Middle or Secondary 03,(2) Female 2,    302,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(0) rural 0,(64-100],(03) Middle or Secondary 03,(2) Female 2,    308,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(1) urban 1,(17-24],(03) Middle or Secondary 03,(2) Female 2,   8495,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(1) urban 1,(24-34],(03) Middle or Secondary 03,(2) Female 2,   8422,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(1) urban 1,(34-44],(03) Middle or Secondary 03,(2) Female 2,   5420,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(1) urban 1,(44-54],(03) Middle or Secondary 03,(2) Female 2,   1779,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(1) urban 1,(54-64],(03) Middle or Secondary 03,(2) Female 2,    313,(03) North-Eastern 03
(12) Arunachal Pradesh 12,(1) urban 1,(64-100],(03) Middle or Secondary 03,(2) Female 2,    215,(03) North-Eastern 03
(13) Nagaland 13,(0) rural 0,(17-24],(03) Middle or Secondary 03,(2) Female 2,  34652,(03) North-Eastern 03
(13) Nagaland 13,(0) rural 0,(24-34],(03) Middle or Secondary 03,(2) Female 2,  31012,(03) North-Eastern 03
(13) Nagaland 13,(0) rural 0,(34-44],(03) Middle or Secondary 03,(2) Female 2,  20113,(03) North-Eastern 03
(13) Nagaland 13,(0) rural 0,(44-54],(03) Middle or Secondary 03,(2) Female 2,   8284,(03) North-Eastern 03
(13) Nagaland 13,(0) rural 0,(54-64],(03) Middle or Secondary 03,(2) Female 2,   2540,(03) North-Eastern 03
(13) Nagaland 13,(0) rural 0,(64-100],(03) Middle or Secondary 03,(2) Female 2,   1101,(03) North-Eastern 03
(13) Nagaland 13,(1) urban 1,(17-24],(03) Middle or Secondary 03,(2) Female 2,  17405,(03) North-Eastern 03
(13) Nagaland 13,(1) urban 1,(24-34],(03) Middle or Secondary 03,(2) Female 2,  18315,(03) North-Eastern 03
(13) Nagaland 13,(1) urban 1,(34-44],(03) Middle or Secondary 03,(2) Female 2,  12917,(03) North-Eastern 03
(13) Nagaland 13,(1) urban 1,(44-54],(03) Middle or Secondary 03,(2) Female 2,   6698,(03) North-Eastern 03
(13) Nagaland 13,(1) urban 1,(54-64],(03) Middle or Secondary 03,(2) Female 2,   2303,(03) North-Eastern 03
(13) Nagaland 13,(1) urban 1,(64-100],(03) Middle or Secondary 03,(2) Female 2,    997,(03) North-Eastern 03
